ዋስትና ያለው ገንዘብ ጠያቂ,secured_creditor,ዋስትና ያለው ገንዘብ ጠያቂ,noun,no,Creditor holding a security right,Priority creditor
ዋስትና የሌለው ገንዘብ ጠያቂ,unsecured_creditor,ዋስትና የሌለው ገንዘብ ጠያቂ,noun,no,Creditor without collateral,Lower priority
በጊዜው መቅረብ,timely_filing,በጊዜው መቅረብ,condition,no,Requirement that claims be filed within deadline,Eligibility condition
ተቀባይነት መስጠት,claim_admission,ተቀባይነት መስጠት,verb_phrase,no,Formal acceptance of a claim by administrator,Affects participation
ውድቅ ማድረግ,claim_rejection,ውድቅ ማድረግ,verb_phrase,no,Rejection of a claim with stated reasons,Requires justification
ጊዜያዊ ተቀባይነት,provisional_admission,ጊዜያዊ ተቀባይነት,noun,no,Temporary acceptance of uncertain claims,Subject to later adjustment
ክርክር,dispute,ክርክር,noun,no,Dispute over claims,security, or priority,Triggers judicial review
ይግባኝ,appeal,ይግባኝ,noun,no,Right to challenge a judicial or administrative decision,Procedural remedy
የተረጋገጡ ዝርዝር,final_verified_list,noun,no,Final list of verified and admitted claims,Basis for voting and distribution
ቅድሚያ የማግኘት መብት,priority_right,noun,no,Statutory or contractual right to priority payment,Affects ranking
ፈራሽ,voidable_act,ፈራሽ,verb_phrase,no,Transaction subject to avoidance in insolvency,Distinct from nullity
ፈራሽ ማድረግ,avoidance_action,ፈራሽ ማድረግ,verb_phrase,no,Legal action to invalidate harmful transactions,Protects estate
ይርጋ,limitation_period,noun,no,Time limit barring avoidance or claims,Procedural extinction
መልሶ የማደራጀት ዕቅድ,reorganization_plan,መልሶ የማደራጀት ዕቅድ,noun,no,Plan for restructuring debtor obligations,Central restructuring instrument
የገንዘብ ጠያቂዎች መደብ,creditor_class,noun,no,Grouping of creditors for voting and treatment,Based on similarity of interests
አብላጭ ድምፅ,qualified_majority,noun,no,Required majority for approving plans or decisions,Typically two-thirds
መጽደቅ,plan_confirmation,መጽደቅ,verb_phrase,no,Court or creditor approval of a plan,Binding effect
አስገዳጅ ተፈፃሚነት,binding_effect,noun,no,Legal binding force of approved plan or judgment,Applies to all parties
መክሰር ሥነ ሥርዓት,bankruptcy_proceeding,noun,no,Liquidation procedure following failed reorganization,Distinct legal regime
በመንቀሳቀስ ላይ መሸጥ,going_concern_sale,verb_phrase,no,Sale of business as a going concern,Value-preserving sale
ጨረታ,bidding_process,noun,no,Competitive process for sale of business or assets,Ensures transparency
የሚስጥር ጥበቃ ስምምነት,confidentiality_agreement,noun,no,Agreement to protect sensitive information in bidding,Precondition to access data
የባለዕዳ ግዴታ,fiduciary_duty,noun,no,Duty of directors and managers toward creditors,Heightened near insolvency

legal_term,sense_id,plain_term,category,change_allowed,context,notes
ቀላል መልሶ የማደራጀት ሥነ ሥርዓት,simplified_reorganization,ቀላል መልሶ የማደራጀት ሥነ ሥርዓት,noun,no,Simplified restructuring procedure ordered by court,Distinct from ordinary reorganization
የቆይታ ጊዜ,procedure_duration,የቆይታ ጊዜ,noun,no,Time period fixed by court for a procedure,Procedural limit
መልሶ የማደራጀት ኃላፊ,reorganization_officer,መልሶ የማደራጀት ኃላፊ,noun,no,Person appointed to manage reorganization process,Judicial appointment
የገንዘብ ጠያቂዎች መደብ,creditor_classification,የገንዘብ ጠያቂዎች መደብ,noun,no,Grouping creditors by legal priority,Basis for voting
ቀላል መልሶ የማደራጀት ሥነ ሥርዓት መቋረጥ,simplified_reorg_termination,ቀላል መልሶ የማደራጀት ሥነ ሥርዓት መቋረጥ,verb_phrase,no,Termination when plan is not approved,Leads to conversion
መክሰር ሥነ ሥርዓት,bankruptcy_procedure,መክሰር ሥነ ሥርዓት,noun,no,Formal insolvency liquidation process,Distinct legal regime
ክፍያዎችን ማቋረጥ,payment_cessation,ክፍያዎችን ማቋረጥ,verb_phrase,no,Debtor stops paying due debts,Key insolvency trigger
የመክሰር አቤቱታ,bankruptcy_petition,noun,no,Application to open bankruptcy proceedings,Filed by debtor or creditor
በራሱ ተነሳሽነት,court_ex_officio,በራሱ ተነሳሽነት,condition,no,Court acts without party request,Judicial initiative
ንብረት ጠባቂ,estate_administrator,ንብረት ጠባቂ,noun,no,Person administering bankrupt estate,Central insolvency role
ተቆጣጣሪ ዳኛ,supervising_judge,ተቆጣጣሪ ዳኛ,noun,no,Judge overseeing insolvency procedure,Oversight authority
በአንድነትና በተናጠል ኃላፊ,joint_and_several_liability,በአንድነትና በተናጠል ኃላፊ,noun,no,Liability together and individually,High risk liability
የመክሰር ፍርድ,bankruptcy_judgment,noun,no,Court decision opening bankruptcy,Produces immediate effects
የፍርድ ማስታወቂያ,judgment_publication,noun,no,Official notification of bankruptcy judgment,Starts deadlines
ይግባኝ,appeal,noun,no,Challenge against insolvency decision,Time-bound remedy
መቃወሚያ,objection,noun,no,Formal opposition to court decision,Distinct from appeal
የገንዘብ ጠያቂዎች ኮሚቴ,creditors_committee,noun,no,Committee representing creditors in insolvency,Supervisory body
ከባድ ቸልተኝነት,gross_negligence,noun,no,Severe lack of due care,Threshold for liability
እሽግ,sealing_of_assets,noun,no,Judicial sealing of debtor assets,Preservation measure
ሊታሸግ የማይችሉ ዕቃዎች,non_seizable_items,noun,no,Assets exempt from sealing or seizure,Minimum protection
የዕቃ ዝርዝር መዝገብ,inventory_register,noun,no,Official inventory of debtor assets,Basis for administration
መብቶች መገፈፍ,loss_of_disposition_rights,noun,no,Debtor loses control over assets upon bankruptcy,Automatic legal effect
የባንክ ሒሳብ መክፈት,estate_bank_account,verb_phrase,no,Opening bank account in name of estate,Transparency requirement
የአጠባበቅ ሥራዎች,conservatory_measures,noun,no,Temporary protective acts before takeover,Limited scope
በተፋጠነ ሥነ ሥርዓት,summary_procedure,condition,no,Accelerated hearing and decision,Procedural efficiency

legal_term,sense_id,plain_term,category,change_allowed,context,notes
የመክሰር መክፈቻ ፍርድ,bankruptcy_opening_order,የመክሰር መክፈቻ ፍርድ,noun,no,Court order formally opening bankruptcy proceedings,Creates legal effects
ክፍያ የደረሰ ገንዘብ ጥያቄ,due_payment_claim,noun,no,Claim whose payment date has arrived,Condition for petition
ንብረት አጣሪ,property_seizure_officer,noun,no,Person appointed to prevent dissipation of assets,Temporary role
የንግድ ሥራ ማቋረጥ,business_cessation,noun,no,Stopping commercial operations,May indicate insolvency
የመክሰር ሥነ ሥርዓት መጀመር,bankruptcy_initiation,verb_phrase,no,Commencement of bankruptcy process,Triggered by petition or court
የአቤቱታ መልስ,petition_response,noun,no,Debtor response accepting or opposing petition,Procedural right
የመክሰር ብቃት,bankruptcy_eligibility,noun,no,Legal suitability for bankruptcy proceedings,Evaluated by court
ወደ መልሶ የማደራጀት መመለስ,reversion_to_reorganization,verb_phrase,no,Conversion from bankruptcy to reorganization,Protective alternative
የመክሰር መግለጫ,bankruptcy_declaration,noun,no,Formal declaration of bankruptcy status,Public legal status
ከሞት በኋላ መክሰር,posthumous_bankruptcy,noun,no,Bankruptcy declared after debtor’s death,Special regime
ወራሽ,heir,noun,no,Successor receiving estate of deceased debtor,Subject to separation rules
የንብረት መለየት,separation_of_estates,noun,no,Keeping inherited assets separate,Protects heirs
የመክሰር መቃወሚያ,bankruptcy_opposition,noun,no,Objection against bankruptcy opening,Time limited
የመክሰር ውሳኔ መፈጸም,bankruptcy_enforcement,noun,no,Immediate execution of bankruptcy judgment,No suspensive effect
የንብረት ጠባቂ መተካት,estate_administrator_replacement,verb_phrase,no,Replacement of estate administrator,For cause or request
የተላለፈ ሥልጣን,delegated_authority,noun,no,Limited authority delegated to experts,Requires approval
የገንዘብ ጠያቂዎች ምክር,creditors_consultation,noun,no,Consultative role of creditors committee,Non binding
የንብረት እሽግ ማንሳት,lifting_of_seal,verb_phrase,no,Removal of asset seals for inventory or use,Judicially controlled
የመዝገብ ማስረከብ,records_surrender,noun,no,Delivery of books and records to administrator,Mandatory duty
የንብረት ሽያጭ,estate_sale,noun,no,Sale of estate assets to satisfy claims,Court supervised
የሚቀንስ ዋጋ ያላቸው ዕቃዎች,perishable_assets,noun,no,Assets likely to lose value quickly,Eligible for early sale
የገቢ እና ወጪ ሒሳብ,income_expense_account,noun,no,Accounting of estate cash flows,Transparency tool

legal_term,sense_id,plain_term,category,change_allowed,context,notes
የምስክር ወረቀት,formal_certificate,የምስክር ወረቀት,noun,no,Document issued to formally attest completion or compliance,Legal proof document
የተመዘገበ ሥራ ተቋራጭ,registered_contractor,የተመዘገበ ሥራ ተቋራጭ,noun,no,Contractor officially registered with the competent authority,Registration status is legally material
ዋስትና,liability_guarantee,ዋስትና,noun,no,Security provided to cover potential damage or loss,Distinct from insurance
የመሬት አጠቃቀም,land_use,የመሬት አጠቃቀም,noun,no,Legal designation of land utilization,Planning law concept
አጠቃላይ ፕላን,master_plan,አጠቃቃይ ፕላን,noun,no,Approved national, regional, or city master plan,Has legal supremacy
መርሃ-ግብር,program_framework,መርሃ-ግብር,noun,no,Formally approved program or scheme,Context dependent term
የተፋጠነ ትምህርት,accelerated_education,የተፋጠነ ትምህርት,noun,no,Alternative education delivered through accelerated methods,Defined statutory concept
የተፋጠነ ዝውውር,accelerated_promotion,የተፋጠነ ዝውውር,noun,no,Fast-track grade progression without waiting full academic calendar,Distinct from regular promotion
የግዴታ ትምህርት,compulsory_education,የግዴታ ትምህርት,noun,no,Education mandated by law for specified age groups,Core legal obligation
የመግቢያ ዕድሜ,entry_age,የመግቢያ ዕድሜ,noun,no,Legally defined age for school admission,Age thresholds strictly regulated
ሕጋዊ ደረሰኝ,legal_receipt,ሕጋዊ ደረሰኝ,noun,no,Official receipt recognized by law,Required for payments
የክፍል ዝውውር,grade_promotion,የክፍል ዝውውር,noun,no,Movement of a student from one grade to the next,Subject to performance criteria
አስገዳጅ የሕግ ትርጉም,binding_interpretation,አስገዳጅ የሕግ ትርጉም,noun,no,Authoritative legal interpretation binding on courts,Has normative legal effect

legal_term,sense_id,plain_term,category,change_allowed,context,notes
ሐቀኝነት የጎደለው ተግባር,bad_faith_act,ሐቀኝነት የጎደለው ተግባር,verb_phrase,no,Acts committed without good faith by the debtor,Triggers adverse procedural consequences
ወዲያውኑ,immediate_effect,ወዲያውኑ,connector,no,Indicates immediate legal effect without delay,Temporal legal force
አቤቱታ ማቅረብ,petition_filing,አቤቱታ ማቅረብ,verb_phrase,no,Formal submission of a petition to a court,Procedural initiation act
ንዑስ አንቀጽ,sub_article,ንዑስ አንቀጽ,noun,no,Subdivision of a legal article,Used for precise legal reference
ማስረዳት,proof_establishment,ማስረዳት,verb_phrase,no,Establishing facts with evidence before court,Burden of proof concept
የግለ ኃላፊነት,personal_liability,የግለ ኃላፊነት,noun,no,Individual liability imposed on a person,Distinct from institutional liability
ከዕዳዎች ነጻ መሆን,debt_discharge,ከዕዳዎች ነጻ መሆን,verb_phrase,no,Release of debtor from remaining debts after procedure,Conditional legal relief
ቀሪ ያልታወቁ ዕዳዎች,unknown_residual_debts,ቀሪ ያልታወቁ ዕዳዎች,noun,no,Debts not known at time of closure,Included in discharge
መልሶ መክፈት,reopening_procedure,መልሶ መክፈት,verb_phrase,no,Reopening a closed insolvency procedure,Exceptional remedy
የምዝገባ መሰረዝ,deregistration,የምዝገባ መሰረዝ,verb_phrase,no,Removal from official commercial register,Legal status change
የሰውነት መብት,legal_personality,noun,no,Recognition as a legal person under law,Foundational legal status
የፕላን ስምምነት,plan_conformity_clearance,noun,no,Official confirmation that a design conforms to urban plans,Precondition for permit
የማስቆሚያ ትዕዛዝ,stop_work_order,noun,no,Order to halt construction activities,Enforcement measure
አስጊ ሕንፃ,dangerous_building,noun,no,Building posing safety or structural risk,Triggers intervention
የመጠቀሚያ ፈቃድ,occupancy_permit,noun,no,Authorization to use a completed building,Use without it is prohibited
የጊዜ ገደብ,time_limit,noun,no,Legally fixed time period for an act or validity,Procedural constraint
